Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
ball_max_shared_area_disc,0.5,1000,product,intersection,0.062000000000000055
ball_max_shared_area_disc,0.5,1000,square,intersection,0.04400000000000004
ball_max_shared_area_disc,0.5,1000,first_mark,intersection,0.04600000000000004
ball_max_shared_area_disc,0.5,1000,product,shared_area,0.118
ball_max_shared_area_disc,0.5,1000,square,shared_area,0.03600000000000003
ball_max_shared_area_disc,0.5,1000,first_mark,shared_area,0.06599999999999995
