Seed,Grain Type,Model,f-Mark Type,Weight Type,Value,Permutation Test Count,Left p-value,Right p-value,Both Sided p-value
22,ball,ball_0_alpha=0,product,intersection,710.0,5000,0.9226,0.07740000000000002,0.15480000000000005
22,ball,ball_0_alpha=0,product,shared_area,8.975331210794021,5000,0.8818,0.11819999999999997,0.23639999999999994
22,ball,ball_0_alpha=0,product,distance,1957.0240020915057,5000,0.0592,0.9408,0.1184
22,ball,ball_0_alpha=0,square,intersection,633.0,5000,0.116,0.884,0.232
22,ball,ball_0_alpha=0,square,shared_area,7.913282860378553,5000,0.1746,0.8254,0.3492
22,ball,ball_0_alpha=0,square,distance,2094.50772135058,5000,0.4142,0.5858,0.8284
22,ball,ball_0_alpha=0,first_mark,intersection,1343.0,5000,0.8554,0.14459999999999995,0.2891999999999999
22,ball,ball_0_alpha=0,first_mark,shared_area,16.888614071172576,5000,0.8176,0.1824,0.3648
22,ball,ball_0_alpha=0,first_mark,distance,4051.531723442086,5000,0.0474,0.9526,0.0948
22,segment,segment_1_alpha=0,product,intersection,48.0,5000,0.2854,0.7146,0.5708
22,segment,segment_1_alpha=0,product,distance,2779.2246395599996,5000,0.0586,0.9414,0.1172
22,segment,segment_1_alpha=0,product,angle,5437.766995377031,5000,0.168,0.832,0.336
22,segment,segment_1_alpha=0,square,intersection,51.0,5000,0.3846,0.6154,0.7692
22,segment,segment_1_alpha=0,square,distance,2917.06635888,5000,0.5962,0.40380000000000005,0.8076000000000001
22,segment,segment_1_alpha=0,square,angle,5636.526505006628,5000,0.3666,0.6334,0.7332
22,segment,segment_1_alpha=0,first_mark,intersection,99.0,5000,0.224,0.776,0.448
22,segment,segment_1_alpha=0,first_mark,distance,5696.290998440001,5000,0.0514,0.9486,0.1028
22,segment,segment_1_alpha=0,first_mark,angle,11074.293500383657,5000,0.1384,0.8616,0.2768
22,segment,segment_2_alpha=0,product,intersection,48.0,5000,0.299,0.7010000000000001,0.598
22,segment,segment_2_alpha=0,product,distance,2779.2246395599996,5000,0.0642,0.9358,0.1284
22,segment,segment_2_alpha=0,product,angle,5437.766995377031,5000,0.1678,0.8322,0.3356
22,segment,segment_2_alpha=0,square,intersection,51.0,5000,0.389,0.611,0.778
22,segment,segment_2_alpha=0,square,distance,2917.06635888,5000,0.578,0.42200000000000004,0.8440000000000001
22,segment,segment_2_alpha=0,square,angle,5636.526505006628,5000,0.351,0.649,0.702
22,segment,segment_2_alpha=0,first_mark,intersection,99.0,5000,0.227,0.773,0.454
22,segment,segment_2_alpha=0,first_mark,distance,5696.290998440001,5000,0.0546,0.9454,0.1092
22,segment,segment_2_alpha=0,first_mark,angle,11074.293500383657,5000,0.1446,0.8553999999999999,0.2892
22,ball,ball_0_alpha=0.25,product,intersection,614.0,5000,0.433,0.567,0.866
22,ball,ball_0_alpha=0.25,product,shared_area,7.848424822638928,5000,0.6212,0.3788,0.7576
22,ball,ball_0_alpha=0.25,product,distance,2072.0011993940266,5000,0.5308,0.46919999999999995,0.9383999999999999
22,ball,ball_0_alpha=0.25,square,intersection,667.0,5000,0.9816,0.018399999999999972,0.036799999999999944
22,ball,ball_0_alpha=0.25,square,shared_area,8.09555527474564,5000,0.7552,0.24480000000000002,0.48960000000000004
22,ball,ball_0_alpha=0.25,square,distance,2105.49513377766,5000,0.039,0.961,0.078
22,ball,ball_0_alpha=0.25,first_mark,intersection,1281.0,5000,0.7706,0.22940000000000005,0.4588000000000001
22,ball,ball_0_alpha=0.25,first_mark,shared_area,15.943980097384568,5000,0.728,0.272,0.544
22,ball,ball_0_alpha=0.25,first_mark,distance,4177.496333171686,5000,0.4762,0.5238,0.9524
22,segment,segment_1_alpha=0.25,product,intersection,14.0,5000,0.0012,0.9988,0.0024
22,segment,segment_1_alpha=0.25,product,distance,1663.7685553800002,5000,0.1644,0.8356,0.3288
22,segment,segment_1_alpha=0.25,product,angle,3589.287185675782,5000,0.7014,0.2986,0.5972
22,segment,segment_1_alpha=0.25,square,intersection,59.0,5000,0.8936,0.10640000000000005,0.2128000000000001
22,segment,segment_1_alpha=0.25,square,distance,2742.00521655,5000,0.0392,0.9608,0.0784
22,segment,segment_1_alpha=0.25,square,angle,5641.8616842923875,5000,0.6708,0.32920000000000005,0.6584000000000001
22,segment,segment_1_alpha=0.25,first_mark,intersection,73.0,5000,0.0498,0.9502,0.0996
22,segment,segment_1_alpha=0.25,first_mark,distance,4405.77377193,5000,0.1146,0.8854,0.2292
22,segment,segment_1_alpha=0.25,first_mark,angle,9231.148869968169,5000,0.7022,0.29779999999999995,0.5955999999999999
22,segment,segment_2_alpha=0.25,product,intersection,24.0,5000,0.0038,0.9962,0.0076
22,segment,segment_2_alpha=0.25,product,distance,2372.77010306,5000,0.3884,0.6115999999999999,0.7768
22,segment,segment_2_alpha=0.25,product,angle,4815.544729885725,5000,0.4118,0.5882000000000001,0.8236
22,segment,segment_2_alpha=0.25,square,intersection,60.0,5000,0.8432,0.15680000000000005,0.3136000000000001
22,segment,segment_2_alpha=0.25,square,distance,2885.18979318,5000,0.0632,0.9368,0.1264
22,segment,segment_2_alpha=0.25,square,angle,5957.959419254845,5000,0.9514,0.04859999999999998,0.09719999999999995
22,segment,segment_2_alpha=0.25,first_mark,intersection,84.0,5000,0.0166,0.9834,0.0332
22,segment,segment_2_alpha=0.25,first_mark,distance,5257.95989624,5000,0.3218,0.6782,0.6436
22,segment,segment_2_alpha=0.25,first_mark,angle,10773.504149140572,5000,0.5874,0.41259999999999997,0.8251999999999999
22,ball,ball_0_alpha=0.5,product,intersection,1214.0,5000,0.9626,0.03739999999999999,0.07479999999999998
22,ball,ball_0_alpha=0.5,product,shared_area,15.807324038274405,5000,0.9574,0.04259999999999997,0.08519999999999994
22,ball,ball_0_alpha=0.5,product,distance,3828.9319638254,5000,0.6562,0.3438,0.6876
22,ball,ball_0_alpha=0.5,square,intersection,528.0,5000,0.0578,0.9422,0.1156
