Seed,Grain Type,Model,f-Mark Type,Weight Type,Value,Permutation Test Count,Left p-value,Right p-value,Both Sided p-value
19,ball,ball_0_alpha=0,product,intersection,518.0,5000,0.5112,0.4888,0.9776
19,ball,ball_0_alpha=0,product,shared_area,5.786556948823893,5000,0.1684,0.8316,0.3368
19,ball,ball_0_alpha=0,product,distance,1674.6401678811505,5000,0.726,0.274,0.548
19,ball,ball_0_alpha=0,square,intersection,508.0,5000,0.2086,0.7914,0.4172
19,ball,ball_0_alpha=0,square,shared_area,6.2940061637736235,5000,0.3776,0.6224000000000001,0.7552
19,ball,ball_0_alpha=0,square,distance,1633.2647426961016,5000,0.7832,0.2168,0.4336
19,ball,ball_0_alpha=0,first_mark,intersection,1026.0,5000,0.3798,0.6202,0.7596
19,ball,ball_0_alpha=0,first_mark,shared_area,12.080563112597519,5000,0.1174,0.8826,0.2348
19,ball,ball_0_alpha=0,first_mark,distance,3307.904910577252,5000,0.7606,0.23939999999999995,0.4787999999999999
19,segment,segment_1_alpha=0,product,intersection,44.0,5000,0.6838,0.31620000000000004,0.6324000000000001
19,segment,segment_1_alpha=0,product,distance,2297.33511144,5000,0.5804,0.4196,0.8392
19,segment,segment_1_alpha=0,product,angle,4872.314268205246,5000,0.7442,0.2558,0.5116
19,segment,segment_1_alpha=0,square,intersection,43.0,5000,0.7628,0.23719999999999997,0.47439999999999993
19,segment,segment_1_alpha=0,square,distance,2286.73300239,5000,0.812,0.18799999999999994,0.3759999999999999
19,segment,segment_1_alpha=0,square,angle,4712.24819816467,5000,0.325,0.675,0.65
19,segment,segment_1_alpha=0,first_mark,intersection,87.0,5000,0.8864,0.11360000000000003,0.22720000000000007
19,segment,segment_1_alpha=0,first_mark,distance,4584.068113830001,5000,0.627,0.373,0.746
19,segment,segment_1_alpha=0,first_mark,angle,9584.562466369915,5000,0.7264,0.27359999999999995,0.5471999999999999
19,segment,segment_2_alpha=0,product,intersection,44.0,5000,0.6924,0.3076,0.6152
19,segment,segment_2_alpha=0,product,distance,2297.33511144,5000,0.5794,0.4206,0.8412
19,segment,segment_2_alpha=0,product,angle,4872.314268205246,5000,0.749,0.251,0.502
19,segment,segment_2_alpha=0,square,intersection,43.0,5000,0.768,0.23199999999999998,0.46399999999999997
19,segment,segment_2_alpha=0,square,distance,2286.73300239,5000,0.8076,0.19240000000000002,0.38480000000000003
19,segment,segment_2_alpha=0,square,angle,4712.24819816467,5000,0.3324,0.6676,0.6648
19,segment,segment_2_alpha=0,first_mark,intersection,87.0,5000,0.881,0.119,0.238
19,segment,segment_2_alpha=0,first_mark,distance,4584.068113830001,5000,0.6196,0.38039999999999996,0.7607999999999999
19,segment,segment_2_alpha=0,first_mark,angle,9584.562466369915,5000,0.7312,0.26880000000000004,0.5376000000000001
19,ball,ball_0_alpha=0.25,product,intersection,642.0,5000,0.9696,0.030399999999999983,0.060799999999999965
19,ball,ball_0_alpha=0.25,product,shared_area,7.497517306240163,5000,0.7844,0.2156,0.4312
19,ball,ball_0_alpha=0.25,product,distance,1525.8983421796422,5000,0.0638,0.9362,0.1276
19,ball,ball_0_alpha=0.25,square,intersection,537.0,5000,0.295,0.7050000000000001,0.59
19,ball,ball_0_alpha=0.25,square,shared_area,6.949148502169486,5000,0.6956,0.3044,0.6088
19,ball,ball_0_alpha=0.25,square,distance,1629.5577041392712,5000,0.9704,0.02959999999999996,0.05919999999999992
19,ball,ball_0_alpha=0.25,first_mark,intersection,1179.0,5000,0.9806,0.019399999999999973,0.038799999999999946
19,ball,ball_0_alpha=0.25,first_mark,shared_area,14.446665808409648,5000,0.864,0.136,0.272
19,ball,ball_0_alpha=0.25,first_mark,distance,3155.4560463189136,5000,0.106,0.894,0.212
19,segment,segment_1_alpha=0.25,product,intersection,34.0,5000,0.582,0.41800000000000004,0.8360000000000001
19,segment,segment_1_alpha=0.25,product,distance,1385.9794318,5000,0.097,0.903,0.194
19,segment,segment_1_alpha=0.25,product,angle,2881.971029428057,5000,0.153,0.847,0.306
19,segment,segment_1_alpha=0.25,square,intersection,46.0,5000,0.3066,0.6934,0.6132
19,segment,segment_1_alpha=0.25,square,distance,2204.5393736,5000,0.8074,0.1926,0.3852
19,segment,segment_1_alpha=0.25,square,angle,4518.841619135884,5000,0.5978,0.4022,0.8044
19,segment,segment_1_alpha=0.25,first_mark,intersection,80.0,5000,0.4954,0.5045999999999999,0.9908
19,segment,segment_1_alpha=0.25,first_mark,distance,3590.5188054,5000,0.1852,0.8148,0.3704
19,segment,segment_1_alpha=0.25,first_mark,angle,7400.8126485639405,5000,0.2032,0.7968,0.4064
19,segment,segment_2_alpha=0.25,product,intersection,40.0,5000,0.4046,0.5953999999999999,0.8092
19,segment,segment_2_alpha=0.25,product,distance,1770.8263330599998,5000,0.0704,0.9296,0.1408
19,segment,segment_2_alpha=0.25,product,angle,3536.3706962725923,5000,0.0272,0.9728,0.0544
19,segment,segment_2_alpha=0.25,square,intersection,51.0,5000,0.6152,0.38480000000000003,0.7696000000000001
19,segment,segment_2_alpha=0.25,square,distance,2275.27932041,5000,0.9198,0.08020000000000005,0.1604000000000001
19,segment,segment_2_alpha=0.25,square,angle,4918.1992909945075,5000,0.9996,0.00039999999999995595,0.0007999999999999119
19,segment,segment_2_alpha=0.25,first_mark,intersection,91.0,5000,0.5324,0.4676,0.9352
19,segment,segment_2_alpha=0.25,first_mark,distance,4046.10565347,5000,0.1288,0.8712,0.2576
19,segment,segment_2_alpha=0.25,first_mark,angle,8454.5699872671,5000,0.3516,0.6484,0.7032
19,ball,ball_0_alpha=0.5,product,intersection,600.0,5000,0.9276,0.07240000000000002,0.14480000000000004
19,ball,ball_0_alpha=0.5,product,shared_area,8.665436344802535,5000,0.9948,0.005199999999999982,0.010399999999999965
19,ball,ball_0_alpha=0.5,product,distance,1569.998514695491,5000,0.1444,0.8556,0.2888
19,ball,ball_0_alpha=0.5,square,intersection,535.0,5000,0.7514,0.24860000000000004,0.4972000000000001
19,ball,ball_0_alpha=0.5,square,shared_area,6.595111263021746,5000,0.3524,0.6476,0.7048
19,ball,ball_0_alpha=0.5,square,distance,1594.645145300577,5000,0.1626,0.8374,0.3252
19,ball,ball_0_alpha=0.5,first_mark,intersection,1135.0,5000,0.9758,0.0242,0.0484
19,ball,ball_0_alpha=0.5,first_mark,shared_area,15.260547607824282,5000,0.999,0.0010000000000000009,0.0020000000000000018
19,ball,ball_0_alpha=0.5,first_mark,distance,3164.6436599960675,5000,0.1108,0.8892,0.2216
19,segment,segment_1_alpha=0.5,product,intersection,14.0,5000,0.2504,0.7496,0.5008
19,segment,segment_1_alpha=0.5,product,distance,776.79356936,5000,0.2768,0.7232000000000001,0.5536
19,segment,segment_1_alpha=0.5,product,angle,1587.4598792328418,5000,0.6448,0.35519999999999996,0.7103999999999999
19,segment,segment_1_alpha=0.5,square,intersection,46.0,5000,0.866,0.134,0.268
19,segment,segment_1_alpha=0.5,square,distance,1895.7640700400002,5000,0.291,0.7090000000000001,0.582
19,segment,segment_1_alpha=0.5,square,angle,3750.8659883599184,5000,0.8256,0.1744,0.3488
19,segment,segment_1_alpha=0.5,first_mark,intersection,60.0,5000,0.6526,0.34740000000000004,0.6948000000000001
19,segment,segment_1_alpha=0.5,first_mark,distance,2672.5576394,5000,0.2748,0.7252000000000001,0.5496
19,segment,segment_1_alpha=0.5,first_mark,angle,5338.32586759276,5000,0.738,0.262,0.524
19,segment,segment_2_alpha=0.5,product,intersection,34.0,5000,0.2498,0.7502,0.4996
19,segment,segment_2_alpha=0.5,product,distance,1777.8578551399999,5000,0.2712,0.7288,0.5424
19,segment,segment_2_alpha=0.5,product,angle,3521.0053415640223,5000,0.5296,0.47040000000000004,0.9408000000000001
19,segment,segment_2_alpha=0.5,square,intersection,47.0,5000,0.4194,0.5806,0.8388
19,segment,segment_2_alpha=0.5,square,distance,2239.19237544,5000,0.1338,0.8662,0.2676
19,segment,segment_2_alpha=0.5,square,angle,4542.3539946190285,5000,0.9994,0.0006000000000000449,0.0012000000000000899
19,segment,segment_2_alpha=0.5,first_mark,intersection,81.0,5000,0.2094,0.7906,0.4188
19,segment,segment_2_alpha=0.5,first_mark,distance,4017.05023058,5000,0.236,0.764,0.472
19,segment,segment_2_alpha=0.5,first_mark,angle,8063.359336183052,5000,0.8806,0.11939999999999995,0.2387999999999999
19,ball,ball_0_alpha=0.75,product,intersection,964.0,5000,0.1408,0.8592,0.2816
19,ball,ball_0_alpha=0.75,product,shared_area,13.018531201842446,5000,0.3648,0.6352,0.7296
19,ball,ball_0_alpha=0.75,product,distance,2980.2746553772104,5000,0.3356,0.6644,0.6712
19,ball,ball_0_alpha=0.75,square,intersection,481.0,5000,0.9046,0.09540000000000004,0.19080000000000008
19,ball,ball_0_alpha=0.75,square,shared_area,6.183612726803395,5000,0.7036,0.2964,0.5928
19,ball,ball_0_alpha=0.75,square,distance,1369.6587035571129,5000,0.6224,0.37760000000000005,0.7552000000000001
19,ball,ball_0_alpha=0.75,first_mark,intersection,1445.0,5000,0.196,0.804,0.392
19,ball,ball_0_alpha=0.75,first_mark,shared_area,19.20214392864584,5000,0.4198,0.5802,0.8396
19,ball,ball_0_alpha=0.75,first_mark,distance,4349.933358934323,5000,0.3208,0.6792,0.6416
19,segment,segment_1_alpha=0.75,product,intersection,20.0,5000,0.7334,0.26659999999999995,0.5331999999999999
19,segment,segment_1_alpha=0.75,product,distance,846.8246030600001,5000,0.5292,0.4708,0.9416
19,segment,segment_1_alpha=0.75,product,angle,1717.2272640469594,5000,0.3264,0.6736,0.6528
19,segment,segment_1_alpha=0.75,square,intersection,41.0,5000,0.7972,0.20279999999999998,0.40559999999999996
19,segment,segment_1_alpha=0.75,square,distance,1924.43147676,5000,0.3138,0.6861999999999999,0.6276
19,segment,segment_1_alpha=0.75,square,angle,3980.4198915395386,5000,0.1648,0.8351999999999999,0.3296
19,segment,segment_1_alpha=0.75,first_mark,intersection,61.0,5000,0.8984,0.10160000000000002,0.20320000000000005
19,segment,segment_1_alpha=0.75,first_mark,distance,2771.25607982,5000,0.4398,0.5602,0.8796
19,segment,segment_1_alpha=0.75,first_mark,angle,5697.647155586499,5000,0.2498,0.7502,0.4996
19,segment,segment_2_alpha=0.75,product,intersection,34.0,5000,0.1056,0.8944,0.2112
19,segment,segment_2_alpha=0.75,product,distance,2231.77887666,5000,0.2986,0.7014,0.5972
19,segment,segment_2_alpha=0.75,product,angle,3865.0242274055904,5000,0.0,1.0,0.0
19,segment,segment_2_alpha=0.75,square,intersection,44.0,5000,0.5658,0.43420000000000003,0.8684000000000001
19,segment,segment_2_alpha=0.75,square,distance,2262.15136973,5000,0.0486,0.9514,0.0972
19,segment,segment_2_alpha=0.75,square,angle,5459.682184649295,5000,1.0,0.0,0.0
19,segment,segment_2_alpha=0.75,first_mark,intersection,78.0,5000,0.114,0.886,0.228
19,segment,segment_2_alpha=0.75,first_mark,distance,4493.93024639,5000,0.251,0.749,0.502
19,segment,segment_2_alpha=0.75,first_mark,angle,9324.706412054886,5000,0.1774,0.8226,0.3548
19,ball,ball_0_alpha=1,product,intersection,1068.0,5000,0.9162,0.08379999999999999,0.16759999999999997
19,ball,ball_0_alpha=1,product,shared_area,14.12130643335012,5000,0.998,0.0020000000000000018,0.0040000000000000036
19,ball,ball_0_alpha=1,product,distance,3008.860933742873,5000,0.1136,0.8864,0.2272
19,ball,ball_0_alpha=1,square,intersection,415.0,5000,0.1016,0.8984,0.2032
19,ball,ball_0_alpha=1,square,shared_area,4.551339112667828,5000,0.0106,0.9894,0.0212
19,ball,ball_0_alpha=1,square,distance,1401.9081940858132,5000,0.9128,0.08720000000000006,0.1744000000000001
19,ball,ball_0_alpha=1,first_mark,intersection,1483.0,5000,0.915,0.08499999999999996,0.16999999999999993
19,ball,ball_0_alpha=1,first_mark,shared_area,18.672645546017947,5000,0.9976,0.0023999999999999577,0.0047999999999999154
19,ball,ball_0_alpha=1,first_mark,distance,4410.769127828686,5000,0.13,0.87,0.26
19,segment,segment_1_alpha=1,product,intersection,6.0,5000,0.0978,0.9022,0.1956
19,segment,segment_1_alpha=1,product,distance,688.31073028,5000,0.8454,0.15459999999999996,0.3091999999999999
19,segment,segment_1_alpha=1,product,angle,1338.9247659956723,5000,0.765,0.235,0.47
19,segment,segment_1_alpha=1,square,intersection,24.0,5000,0.0884,0.9116,0.1768
19,segment,segment_1_alpha=1,square,distance,1824.58405396,5000,0.7552,0.24480000000000002,0.48960000000000004
19,segment,segment_1_alpha=1,square,angle,3642.8515741300143,5000,0.9194,0.0806,0.1612
19,segment,segment_1_alpha=1,first_mark,intersection,30.0,5000,0.0268,0.9732,0.0536
19,segment,segment_1_alpha=1,first_mark,distance,2512.89478424,5000,0.8096,0.1904,0.3808
19,segment,segment_1_alpha=1,first_mark,angle,4981.776340125687,5000,0.8696,0.13039999999999996,0.2607999999999999
19,segment,segment_2_alpha=1,product,intersection,16.0,5000,0.0074,0.9926,0.0148
19,segment,segment_2_alpha=1,product,distance,1930.8005775799998,5000,0.7224,0.27759999999999996,0.5551999999999999
19,segment,segment_2_alpha=1,product,angle,2921.0306644467987,5000,0.0,1.0,0.0
19,segment,segment_2_alpha=1,square,intersection,42.0,5000,0.878,0.122,0.244
19,segment,segment_2_alpha=1,square,distance,2268.79190345,5000,0.6564,0.3436,0.6872
19,segment,segment_2_alpha=1,square,angle,5112.412148349479,5000,1.0,0.0,0.0
19,segment,segment_2_alpha=1,first_mark,intersection,58.0,5000,0.0634,0.9366,0.1268
19,segment,segment_2_alpha=1,first_mark,distance,4199.592481029999,5000,0.7202,0.27980000000000005,0.5596000000000001
19,segment,segment_2_alpha=1,first_mark,angle,8033.442812796277,5000,0.2846,0.7154,0.5692
