Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
seg_continuous_length,1,1000,product,intersection,0.06399999999999995
seg_continuous_length,1,1000,square,intersection,0.04400000000000004
seg_continuous_length,1,1000,first_mark,intersection,0.05300000000000005
