Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
seg_continuous_angle,0,1000,product,intersection,0.04600000000000004
seg_continuous_angle,0,1000,first_mark,intersection,0.04300000000000004
seg_continuous_angle,0,1000,square,intersection,0.04600000000000004
seg_continuous_angle,0,1000,product,angle,0.04400000000000004
seg_continuous_angle,0,1000,first_mark,angle,0.03300000000000003
seg_continuous_angle,0,1000,square,angle,0.04700000000000004
