Model,Alpha,f-Mark Type,Weight Type,Rejection Rate
ball_continuous_radius,0,product,shared_area,0.04500000000000004
ball_continuous_radius,0,first_mark,shared_area,0.041000000000000036
ball_continuous_radius,0,square,shared_area,0.05600000000000005
ball_continuous_radius,0,product,intersection,0.039000000000000035
ball_continuous_radius,0,first_mark,intersection,0.04400000000000004
ball_continuous_radius,0,square,intersection,0.04800000000000004
