Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
seg_discrete_length,1,1000,product,intersection,0.10299999999999998
seg_discrete_length,1,1000,first_mark,intersection,0.06799999999999995
seg_discrete_length,1,1000,square,intersection,0.050000000000000044
