Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
seg_discrete_angle,0.5,1000,product,intersection,0.03600000000000003
seg_discrete_angle,0.5,1000,first_mark,intersection,0.04400000000000004
seg_discrete_angle,0.5,1000,square,intersection,0.052000000000000046
seg_discrete_angle,0.5,1000,product,angle,0.04700000000000004
seg_discrete_angle,0.5,1000,first_mark,angle,0.03700000000000003
seg_discrete_angle,0.5,1000,square,angle,0.05500000000000005
