Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
seg_discrete_length,0,1000,product,intersection,0.040000000000000036
seg_discrete_length,0,1000,first_mark,intersection,0.04400000000000004
seg_discrete_length,0,1000,square,intersection,0.04700000000000004
