Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
seg_intersection_count,0.5,1000,product,intersection,0.622
seg_intersection_count,0.5,1000,first_mark,intersection,0.41400000000000003
seg_intersection_count,0.5,1000,square,intersection,0.5680000000000001
