Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
ball_intersection_count,0.5,1000,product,intersection,0.18600000000000005
ball_intersection_count,0.5,1000,first_mark,intersection,0.09699999999999998
ball_intersection_count,0.5,1000,square,intersection,0.583
ball_intersection_count,0.5,1000,product,shared_area,0.20699999999999996
ball_intersection_count,0.5,1000,first_mark,shared_area,0.11599999999999999
ball_intersection_count,0.5,1000,square,shared_area,0.5549999999999999
