Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
seg_discrete_length,0.5,1000,product,intersection,0.06299999999999994
seg_discrete_length,0.5,1000,first_mark,intersection,0.05700000000000005
seg_discrete_length,0.5,1000,square,intersection,0.04500000000000004
