Model,Alpha,Number of Permutations,f-Mark Type,Weight Type,Rejection Rate
ball_max_shared_area_disc,0.5,1000,product,shared_area,0.19699999999999995
ball_max_shared_area_disc,0.5,1000,first_mark,shared_area,0.08799999999999997
ball_max_shared_area_disc,0.5,1000,product,intersection,0.08199999999999996
ball_max_shared_area_disc,0.5,1000,first_mark,intersection,0.05800000000000005
