Seed,Grain Type,Model,Intensity,f-Mark Type,Weight Type,Value,Permutation Test Count,Left p-value,Right p-value,Both Sided p-value
2083,ball,ball_bivariate_radius_alpha=0,100,product,intersection,396.0,5000,0.6154,0.38460000000000005,0.7692000000000001
2083,ball,ball_bivariate_radius_alpha=0,100,product,shared_area,1.8325795734095907,5000,0.4038,0.5962000000000001,0.8076
2083,ball,ball_bivariate_radius_alpha=0,100,product,distance,6387.741402538317,5000,0.2438,0.7562,0.4876
2083,ball,ball_bivariate_radius_alpha=0,100,square,intersection,360.0,5000,0.8554,0.14459999999999995,0.2891999999999999
2083,ball,ball_bivariate_radius_alpha=0,100,square,shared_area,1.7722356886579647,5000,0.852,0.14800000000000002,0.29600000000000004
2083,ball,ball_bivariate_radius_alpha=0,100,square,distance,5843.885918532314,5000,0.7486,0.25139999999999996,0.5027999999999999
2083,ball,ball_bivariate_radius_alpha=0,100,first_mark,intersection,756.0,5000,0.853,0.14700000000000002,0.29400000000000004
2083,ball,ball_bivariate_radius_alpha=0,100,first_mark,shared_area,3.6048152620675564,5000,0.61,0.39,0.78
2083,ball,ball_bivariate_radius_alpha=0,100,first_mark,distance,12231.62732107063,5000,0.2518,0.7482,0.5036
2083,ball,ball_bivariate_radius_alpha=0.25,100,product,intersection,382.0,5000,0.5348,0.46519999999999995,0.9303999999999999
2083,ball,ball_bivariate_radius_alpha=0.25,100,product,shared_area,2.0043073417367427,5000,0.8228,0.17720000000000002,0.35440000000000005
2083,ball,ball_bivariate_radius_alpha=0.25,100,product,distance,6648.0733166745995,5000,0.9356,0.06440000000000001,0.12880000000000003
2083,ball,ball_bivariate_radius_alpha=0.25,100,square,intersection,356.0,5000,0.7408,0.2592,0.5184
2083,ball,ball_bivariate_radius_alpha=0.25,100,square,shared_area,1.6825189556735207,5000,0.4728,0.5272,0.9456
2083,ball,ball_bivariate_radius_alpha=0.25,100,square,distance,5841.845649587716,5000,0.6644,0.3356,0.6712
2083,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,intersection,738.0,5000,0.711,0.28900000000000003,0.5780000000000001
2083,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,shared_area,3.6868262974102635,5000,0.8592,0.14080000000000004,0.2816000000000001
2083,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,distance,12489.918966262318,5000,0.946,0.05400000000000005,0.1080000000000001
2083,ball,ball_bivariate_radius_alpha=0.5,100,product,intersection,316.0,5000,0.5856,0.4144,0.8288
2083,ball,ball_bivariate_radius_alpha=0.5,100,product,shared_area,1.7034209517777705,5000,0.8798,0.12019999999999997,0.24039999999999995
2083,ball,ball_bivariate_radius_alpha=0.5,100,product,distance,5253.094008820328,5000,0.571,0.42900000000000005,0.8580000000000001
2083,ball,ball_bivariate_radius_alpha=0.5,100,square,intersection,364.0,5000,0.9134,0.08660000000000001,0.17320000000000002
2083,ball,ball_bivariate_radius_alpha=0.5,100,square,shared_area,1.7429815067559167,5000,0.7284,0.27159999999999995,0.5431999999999999
2083,ball,ball_bivariate_radius_alpha=0.5,100,square,distance,5820.706865042654,5000,0.2392,0.7608,0.4784
2083,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,intersection,680.0,5000,0.8576,0.14239999999999997,0.28479999999999994
2083,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,shared_area,3.4464024585336874,5000,0.9566,0.043399999999999994,0.08679999999999999
2083,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,distance,11073.800873862981,5000,0.5338,0.46619999999999995,0.9323999999999999
2083,ball,ball_bivariate_radius_alpha=0.75,100,product,intersection,448.0,5000,0.9794,0.02059999999999995,0.0411999999999999
2083,ball,ball_bivariate_radius_alpha=0.75,100,product,shared_area,2.5063251628616756,5000,0.9988,0.0011999999999999789,0.0023999999999999577
2083,ball,ball_bivariate_radius_alpha=0.75,100,product,distance,6511.117405153165,5000,0.2312,0.7688,0.4624
2083,ball,ball_bivariate_radius_alpha=0.75,100,square,intersection,342.0,5000,0.3418,0.6582,0.6836
2083,ball,ball_bivariate_radius_alpha=0.75,100,square,shared_area,1.6247106407005658,5000,0.2552,0.7448,0.5104
2083,ball,ball_bivariate_radius_alpha=0.75,100,square,distance,5822.098219944573,5000,0.5582,0.44179999999999997,0.8835999999999999
2083,ball,ball_bivariate_radius_alpha=0.75,100,first_mark,intersection,790.0,5000,0.992,0.008000000000000007,0.016000000000000014
2083,ball,ball_bivariate_radius_alpha=0.75,100,first_mark,shared_area,4.131035803562241,5000,1.0,0.0,0.0
2083,ball,ball_bivariate_radius_alpha=0.75,100,first_mark,distance,12333.215625097739,5000,0.2138,0.7862,0.4276
