Seed,Grain Type,Model,f-Mark Type,Weight Type,Value,Permutation Test Count,Left p-value,Right p-value,Both Sided p-value
541,ball,bivariate_radius_alpha=0,product,intersection,148.0,5000,0.6648,0.33520000000000005,0.6704000000000001
541,ball,bivariate_radius_alpha=0,product,shared_area,1.1982591189370746,5000,0.5588,0.44120000000000004,0.8824000000000001
541,ball,bivariate_radius_alpha=0,product,distance,927.2770933011765,5000,0.093,0.907,0.186
541,ball,bivariate_radius_alpha=0,square,intersection,123.0,5000,0.5212,0.4788,0.9576
541,ball,bivariate_radius_alpha=0,square,shared_area,1.0656590675507072,5000,0.6614,0.3386,0.6772
541,ball,bivariate_radius_alpha=0,square,distance,865.9784734259974,5000,0.8066,0.19340000000000002,0.38680000000000003
541,ball,bivariate_radius_alpha=0,first_mark,intersection,271.0,5000,0.7238,0.2762,0.5524
541,ball,bivariate_radius_alpha=0,first_mark,shared_area,2.263918186487781,5000,0.629,0.371,0.742
541,ball,bivariate_radius_alpha=0,first_mark,distance,1793.255566727174,5000,0.094,0.906,0.188
541,ball,bivariate_radius_alpha=0.25,product,intersection,154.0,5000,0.5156,0.48440000000000005,0.9688000000000001
541,ball,bivariate_radius_alpha=0.25,product,shared_area,1.6229778781095612,5000,0.9142,0.08579999999999999,0.17159999999999997
541,ball,bivariate_radius_alpha=0.25,product,distance,1169.2022481823944,5000,0.964,0.03600000000000003,0.07200000000000006
541,ball,bivariate_radius_alpha=0.25,square,intersection,115.0,5000,0.2048,0.7952,0.4096
541,ball,bivariate_radius_alpha=0.25,square,shared_area,0.7913284732667528,5000,0.0196,0.9804,0.0392
541,ball,bivariate_radius_alpha=0.25,square,distance,836.1642815205912,5000,0.0158,0.9842,0.0316
541,ball,bivariate_radius_alpha=0.25,first_mark,intersection,269.0,5000,0.3654,0.6346,0.7308
541,ball,bivariate_radius_alpha=0.25,first_mark,shared_area,2.414306351376314,5000,0.7344,0.26559999999999995,0.5311999999999999
541,ball,bivariate_radius_alpha=0.25,first_mark,distance,2005.3665297029854,5000,0.9542,0.04579999999999995,0.0915999999999999
541,ball,bivariate_radius_alpha=0.5,product,intersection,78.0,5000,0.7884,0.2116,0.4232
541,ball,bivariate_radius_alpha=0.5,product,shared_area,0.6909066370402976,5000,0.8004,0.1996,0.3992
541,ball,bivariate_radius_alpha=0.5,product,distance,522.8145089362879,5000,0.9296,0.07040000000000002,0.14080000000000004
541,ball,bivariate_radius_alpha=0.5,square,intersection,102.0,5000,0.0522,0.9478,0.1044
541,ball,bivariate_radius_alpha=0.5,square,shared_area,0.8989264535621669,5000,0.2334,0.7666,0.4668
541,ball,bivariate_radius_alpha=0.5,square,distance,823.4810058269956,5000,0.7938,0.20620000000000005,0.4124000000000001
541,ball,bivariate_radius_alpha=0.5,first_mark,intersection,180.0,5000,0.4232,0.5768,0.8464
541,ball,bivariate_radius_alpha=0.5,first_mark,shared_area,1.5898330906024645,5000,0.628,0.372,0.744
541,ball,bivariate_radius_alpha=0.5,first_mark,distance,1346.2955147632833,5000,0.9104,0.08960000000000001,0.17920000000000003
541,ball,bivariate_radius_alpha=0.75,product,intersection,134.0,5000,0.8594,0.14059999999999995,0.2811999999999999
541,ball,bivariate_radius_alpha=0.75,product,shared_area,1.3918358306794878,5000,0.9632,0.036800000000000055,0.07360000000000011
541,ball,bivariate_radius_alpha=0.75,product,distance,824.617013953544,5000,0.475,0.525,0.95
