Seed,Grain Type,Model,Intensity,f-Mark Type,Weight Type,Value,Permutation Test Count,Left p-value,Right p-value,Both Sided p-value
2040,ball,ball_bivariate_radius_alpha=0,100,product,intersection,350.0,5000,0.7816,0.21840000000000004,0.4368000000000001
2040,ball,ball_bivariate_radius_alpha=0,100,product,shared_area,1.4928911869095876,5000,0.6384,0.36160000000000003,0.7232000000000001
2040,ball,ball_bivariate_radius_alpha=0,100,product,distance,5061.860483368346,5000,0.046,0.954,0.092
2040,ball,ball_bivariate_radius_alpha=0,100,square,intersection,371.0,5000,0.5732,0.42679999999999996,0.8535999999999999
2040,ball,ball_bivariate_radius_alpha=0,100,square,shared_area,1.551699585191004,5000,0.23,0.77,0.46
2040,ball,ball_bivariate_radius_alpha=0,100,square,distance,5915.393326175525,5000,0.0066,0.9934,0.0132
2040,ball,ball_bivariate_radius_alpha=0,100,first_mark,intersection,721.0,5000,0.8426,0.15739999999999998,0.31479999999999997
2040,ball,ball_bivariate_radius_alpha=0,100,first_mark,shared_area,3.044590772100591,5000,0.4682,0.5318,0.9364
2040,ball,ball_bivariate_radius_alpha=0,100,first_mark,distance,10977.25380954387,5000,0.0336,0.9664,0.0672
2040,ball,ball_bivariate_radius_alpha=0.25,100,product,intersection,388.0,5000,0.6252,0.3748,0.7496
2040,ball,ball_bivariate_radius_alpha=0.25,100,product,shared_area,2.002346321000019,5000,0.9752,0.024800000000000044,0.04960000000000009
2040,ball,ball_bivariate_radius_alpha=0.25,100,product,distance,6072.6221179938375,5000,0.371,0.629,0.742
2040,ball,ball_bivariate_radius_alpha=0.25,100,square,intersection,397.0,5000,0.9914,0.008600000000000052,0.017200000000000104
2040,ball,ball_bivariate_radius_alpha=0.25,100,square,shared_area,1.6043835376933282,5000,0.4692,0.5307999999999999,0.9384
2040,ball,ball_bivariate_radius_alpha=0.25,100,square,distance,5937.682074104804,5000,0.0822,0.9178,0.1644
2040,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,intersection,785.0,5000,0.95,0.050000000000000044,0.10000000000000009
2040,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,shared_area,3.606729858693347,5000,0.9936,0.006399999999999961,0.012799999999999923
2040,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,distance,12010.304192098642,5000,0.3276,0.6724,0.6552
2040,ball,ball_bivariate_radius_alpha=0.5,100,product,intersection,360.0,5000,0.9902,0.009800000000000031,0.019600000000000062
2040,ball,ball_bivariate_radius_alpha=0.5,100,product,shared_area,1.7765389128064977,5000,0.9992,0.0008000000000000229,0.0016000000000000458
2040,ball,ball_bivariate_radius_alpha=0.5,100,product,distance,4270.017459462762,5000,0.0002,0.9998,0.0004
2040,ball,ball_bivariate_radius_alpha=0.5,100,square,intersection,359.0,5000,0.3086,0.6914,0.6172
2040,ball,ball_bivariate_radius_alpha=0.5,100,square,shared_area,1.585312319283273,5000,0.4228,0.5771999999999999,0.8456
2040,ball,ball_bivariate_radius_alpha=0.5,100,square,distance,5866.44003739223,5000,0.0346,0.9654,0.0692
2040,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,intersection,719.0,5000,0.994,0.006000000000000005,0.01200000000000001
2040,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,shared_area,3.361851232089771,5000,0.9996,0.00039999999999995595,0.0007999999999999119
2040,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,distance,10136.457496854993,5000,0.0002,0.9998,0.0004
2040,ball,ball_bivariate_radius_alpha=0.75,100,product,intersection,482.0,5000,0.9902,0.009800000000000031,0.019600000000000062
