Seed,Grain Type,Model,Intensity,f-Mark Type,Weight Type,Value,Permutation Test Count,Left p-value,Right p-value,Both Sided p-value
2102,ball,ball_bivariate_radius_alpha=0,100,product,intersection,350.0,5000,0.6558,0.34419999999999995,0.6883999999999999
2102,ball,ball_bivariate_radius_alpha=0,100,product,shared_area,1.7303425107994608,5000,0.5694,0.4306,0.8612
2102,ball,ball_bivariate_radius_alpha=0,100,product,distance,5345.853654276009,5000,0.0816,0.9184,0.1632
2102,ball,ball_bivariate_radius_alpha=0,100,square,intersection,328.0,5000,0.787,0.21299999999999997,0.42599999999999993
2102,ball,ball_bivariate_radius_alpha=0,100,square,shared_area,1.5956160819312193,5000,0.4992,0.5008,0.9984
2102,ball,ball_bivariate_radius_alpha=0,100,square,distance,5221.03712676123,5000,0.6822,0.31779999999999997,0.6355999999999999
2102,ball,ball_bivariate_radius_alpha=0,100,first_mark,intersection,678.0,5000,0.81,0.18999999999999995,0.3799999999999999
2102,ball,ball_bivariate_radius_alpha=0,100,first_mark,shared_area,3.3259585927306796,5000,0.5752,0.42479999999999996,0.8495999999999999
2102,ball,ball_bivariate_radius_alpha=0,100,first_mark,distance,10566.890781037238,5000,0.073,0.927,0.146
2102,ball,ball_bivariate_radius_alpha=0.25,100,product,intersection,280.0,5000,0.2444,0.7556,0.4888
2102,ball,ball_bivariate_radius_alpha=0.25,100,product,shared_area,1.4304686497433858,5000,0.3842,0.6158,0.7684
2102,ball,ball_bivariate_radius_alpha=0.25,100,product,distance,4927.3551454605695,5000,0.5706,0.4294,0.8588
2102,ball,ball_bivariate_radius_alpha=0.25,100,square,intersection,336.0,5000,0.9334,0.06659999999999999,0.13319999999999999
2102,ball,ball_bivariate_radius_alpha=0.25,100,square,shared_area,1.7190512181921984,5000,0.9468,0.053200000000000025,0.10640000000000005
2102,ball,ball_bivariate_radius_alpha=0.25,100,square,distance,5210.063229658857,5000,0.3944,0.6056,0.7888
2102,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,intersection,616.0,5000,0.4954,0.5045999999999999,0.9908
2102,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,shared_area,3.1495198679355845,5000,0.6414,0.35860000000000003,0.7172000000000001
2102,ball,ball_bivariate_radius_alpha=0.25,100,first_mark,distance,10137.418375119425,5000,0.5446,0.4554,0.9108
2102,ball,ball_bivariate_radius_alpha=0.5,100,product,intersection,302.0,5000,0.648,0.352,0.704
2102,ball,ball_bivariate_radius_alpha=0.5,100,product,shared_area,1.5081053822435389,5000,0.6156,0.38439999999999996,0.7687999999999999
2102,ball,ball_bivariate_radius_alpha=0.5,100,product,distance,4853.785659854349,5000,0.6684,0.3316,0.6632
2102,ball,ball_bivariate_radius_alpha=0.5,100,square,intersection,324.0,5000,0.6742,0.3258,0.6516
2102,ball,ball_bivariate_radius_alpha=0.5,100,square,shared_area,1.670593591062127,5000,0.8208,0.17920000000000003,0.35840000000000005
2102,ball,ball_bivariate_radius_alpha=0.5,100,square,distance,5202.7942126936,5000,0.2936,0.7063999999999999,0.5872
2102,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,intersection,626.0,5000,0.7492,0.2508,0.5016
2102,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,shared_area,3.178698973305666,5000,0.7702,0.2298,0.4596
2102,ball,ball_bivariate_radius_alpha=0.5,100,first_mark,distance,10056.579872547949,5000,0.6284,0.37160000000000004,0.7432000000000001
2102,ball,ball_bivariate_radius_alpha=0.75,100,product,intersection,386.0,5000,0.9878,0.012199999999999989,0.024399999999999977
2102,ball,ball_bivariate_radius_alpha=0.75,100,product,shared_area,2.171923053480434,5000,0.997,0.0030000000000000027,0.006000000000000005
2102,ball,ball_bivariate_radius_alpha=0.75,100,product,distance,5169.976851921038,5000,0.3516,0.6484,0.7032
2102,ball,ball_bivariate_radius_alpha=0.75,100,square,intersection,330.0,5000,0.824,0.17600000000000005,0.3520000000000001
2102,ball,ball_bivariate_radius_alpha=0.75,100,square,shared_area,1.646630075666548,5000,0.7114,0.28859999999999997,0.5771999999999999
2102,ball,ball_bivariate_radius_alpha=0.75,100,square,distance,5200.895786556408,5000,0.0398,0.9601999999999999,0.0796
2102,ball,ball_bivariate_radius_alpha=0.75,100,first_mark,intersection,716.0,5000,0.9996,0.00039999999999995595,0.0007999999999999119
2102,ball,ball_bivariate_radius_alpha=0.75,100,first_mark,shared_area,3.8185531291469816,5000,0.9998,0.00019999999999997797,0.00039999999999995595
2102,ball,ball_bivariate_radius_alpha=0.75,100,first_mark,distance,10370.872638477445,5000,0.2966,0.7034,0.5932
2102,ball,ball_bivariate_radius_alpha=1,100,product,intersection,522.0,5000,0.9998,0.00019999999999997797,0.00039999999999995595
2102,ball,ball_bivariate_radius_alpha=1,100,product,shared_area,3.1418100714211996,5000,1.0,0.0,0.0
2102,ball,ball_bivariate_radius_alpha=1,100,product,distance,6785.361775959655,5000,0.5582,0.44179999999999997,0.8835999999999999
2102,ball,ball_bivariate_radius_alpha=1,100,square,intersection,291.0,5000,0.0502,0.9498,0.1004
2102,ball,ball_bivariate_radius_alpha=1,100,square,shared_area,1.3072332510289126,5000,0.0034,0.9966,0.0068
2102,ball,ball_bivariate_radius_alpha=1,100,square,distance,5125.65311192851,5000,0.6816,0.3184,0.6368
2102,ball,ball_bivariate_radius_alpha=1,100,first_mark,intersection,813.0,5000,1.0,0.0,0.0
2102,ball,ball_bivariate_radius_alpha=1,100,first_mark,shared_area,4.4490433224501125,5000,1.0,0.0,0.0
2102,ball,ball_bivariate_radius_alpha=1,100,first_mark,distance,11911.014887888166,5000,0.599,0.401,0.802
2102,ball,ball_continuous_radius_alpha=0,100,product,intersection,7.174753841217734,5000,0.9066,0.09340000000000004,0.18680000000000008
2102,ball,ball_continuous_radius_alpha=0,100,product,shared_area,0.035525654221914914,5000,0.6362,0.3638,0.7276
2102,ball,ball_continuous_radius_alpha=0,100,product,distance,116.3006203930037,5000,0.8964,0.10360000000000003,0.20720000000000005
2102,ball,ball_continuous_radius_alpha=0,100,square,intersection,0.2785152874081577,5000,0.8792,0.12080000000000002,0.24160000000000004
2102,ball,ball_continuous_radius_alpha=0,100,square,shared_area,0.0013883592856377253,5000,0.7642,0.2358,0.4716
2102,ball,ball_continuous_radius_alpha=0,100,square,distance,4.275905486004466,5000,0.303,0.6970000000000001,0.606
2102,ball,ball_continuous_radius_alpha=0,100,first_mark,intersection,95.40543764798318,5000,0.9278,0.07220000000000004,0.14440000000000008
2102,ball,ball_continuous_radius_alpha=0,100,first_mark,shared_area,0.4752526252605507,5000,0.6514,0.3486,0.6972
2102,ball,ball_continuous_radius_alpha=0,100,first_mark,distance,1554.6936854088838,5000,0.8908,0.10919999999999996,0.21839999999999993
2102,ball,ball_continuous_radius_alpha=0.25,100,product,intersection,7.442837209414833,5000,0.9736,0.02639999999999998,0.05279999999999996
2102,ball,ball_continuous_radius_alpha=0.25,100,product,shared_area,0.03785450180274441,5000,0.989,0.01100000000000001,0.02200000000000002
2102,ball,ball_continuous_radius_alpha=0.25,100,product,distance,119.43580176681724,5000,0.5326,0.46740000000000004,0.9348000000000001
2102,ball,ball_continuous_radius_alpha=0.25,100,square,intersection,0.18399155941674183,5000,0.5714,0.4286,0.8572
2102,ball,ball_continuous_radius_alpha=0.25,100,square,shared_area,0.000911232634795188,5000,0.4826,0.5174000000000001,0.9652
2102,ball,ball_continuous_radius_alpha=0.25,100,square,distance,2.9423255652664,5000,0.0896,0.9104,0.1792
2102,ball,ball_continuous_radius_alpha=0.25,100,first_mark,intersection,97.05752640506549,5000,0.9726,0.02739999999999998,0.05479999999999996
2102,ball,ball_continuous_radius_alpha=0.25,100,first_mark,shared_area,0.49002310497051776,5000,0.9888,0.011199999999999988,0.022399999999999975
